state,city,avg_rating,rating_variance,avg_price,n_restaurants,avg_review_count
NM,Albuquerque,4.2835,0.11434949748743722,1.9367088607594938,200,321.815
NM,Carlsbad,2.2503703703703706,3.4984886677722513,1.3636363636363635,135,41.51111111111111
NM,Clovis,2.5793749999999998,2.8324650157232694,1.3432835820895523,160,20.96875
NM,Farmington,2.589230769230769,2.414574147501984,1.3663366336633664,195,27.38974358974359
NM,Hobbs,2.6281437125748504,3.0887814731981837,1.490566037735849,167,13.778443113772456
NM,Las Cruces,3.7575,0.49160175879396983,1.5378787878787878,200,101.11
NM,Rio Rancho,2.900507614213198,2.146173210400911,1.4770642201834863,197,78.1269035532995
NM,Roswell,2.655421686746988,2.9412734574662314,1.411764705882353,166,37.903614457831324
NM,Santa Fe,4.14,0.17859296482412057,2.0592105263157894,200,314.775
NV,Boulder City,3.688,1.2835265306122448,1.5675675675675675,50,216.16
NV,Carson City,3.635,0.610929648241205,1.6917808219178083,200,166.33
NV,Elko,3.1663043478260873,1.9284125656951747,1.5555555555555556,92,65.40217391304348
NV,Fernley,3.1404255319148935,1.6115911193339507,1.4814814814814814,47,69.02127659574468
NV,Henderson,4.351,0.1049236180904523,2.073446327683616,200,782.4
NV,Las Vegas,4.3535,0.07335452261306531,2.6684782608695654,200,2231.285
NV,Mesquite,3.0739130434782607,1.78695652173913,1.6571428571428573,69,75.6231884057971
NV,North Las Vegas,4.252,0.2110512562814071,2.1790123456790123,200,1341.085
NV,Reno,4.2425,0.11793341708542728,2.136842105263158,200,546.63
NV,Sparks,4.0675,0.23778266331658307,2.0344827586206895,200,380.915
NY,Albany,4.1685,0.21975653266331618,1.9716312056737588,200,162.95
NY,Buffalo,4.279,0.13352663316582924,2.027586206896552,200,234.945
NY,Mount Vernon,4.124,0.20042613065326617,2.0,200,212.34
NY,New Rochelle,4.029,0.31091356783919627,1.8870967741935485,200,112.635
NY,New York,4.3075,0.06441582914572865,2.413793103448276,200,1419.365
NY,Rochester,4.243,0.14588040201005012,1.9710144927536233,200,197.76
NY,Schenectady,4.14,0.2388944723618092,1.856115107913669,200,113.035
NY,Syracuse,4.255,0.1818844221105528,1.9242424242424243,200,148.25
NY,Utica,3.9595,0.8702610552763813,1.5727272727272728,200,45.17
NY,Yonkers,4.126,0.19640603015075378,2.127659574468085,200,274.755
OH,Akron,4.074,0.24796381909547707,1.7122302158273381,200,119.47
OH,Canton,4.031000000000001,0.28998894472361814,1.7185185185185186,200,77.455
OH,Cincinnati,4.357,0.11502613065326639,2.0718954248366015,200,296.95
OH,Cleveland,4.1915,0.14751532663316602,2.0126582278481013,200,307.07
OH,Columbus,4.311,0.07465226130653269,2.10625,200,368.21
OH,Dayton,4.14,0.19477386934673357,1.8263888888888888,200,142.785
OH,Lorain,3.8975,0.43160175879397,1.584,200,64.02
OH,Parma,4.03,0.3423115577889447,1.6928571428571428,200,115.77
OH,Toledo,4.093500000000001,0.2138771356783918,1.8759124087591241,200,100.97
OH,Youngstown,4.157,0.26407135678391963,1.6744186046511629,200,62.875
OK,Broken Arrow,4.093999999999999,0.23554170854271372,1.8778625954198473,200,148.51
OK,Edmond,4.197,0.19255376884422126,1.9090909090909092,200,165.21
OK,Enid,3.0669354838709677,2.1482474429583003,1.380952380952381,124,25.798387096774192
OK,Lawton,3.158,1.530789949748745,1.4102564102564104,200,43.655
OK,Midwest City,3.6405000000000003,0.7679494974874381,1.4285714285714286,200,51.97
OK,Moore,3.7825,0.6685866834170862,1.5275590551181102,200,88.235
OK,Norman,3.9760000000000004,0.29992361809045204,1.72992700729927,200,126.665
OK,Oklahoma City,4.306,0.09393366834170852,2.138157894736842,200,343.13
OK,Stillwater,2.7895833333333333,2.3125480769230746,1.4133333333333333,144,43.11805555555556
OK,Tulsa,4.261,0.10299396984924607,2.0694444444444446,200,194.565
OR,Beaverton,4.271,0.13191859296482394,1.965986394557823,200,343.38
OR,Bend,4.1964999999999995,0.19049020100502537,1.9015151515151516,200,248.515
OR,Corvallis,3.2175,1.864667085427138,1.534351145038168,200,86.18
OR,Eugene,4.3105,0.16345703517587928,1.813953488372093,200,201.845
OR,Gresham,4.037,0.4570160804020106,1.6222222222222222,200,133.945
